transactionid;issuedto;issuedby;date;hour;minute
2efa6680-07f6-4de2-9e97-dad1d2ce4cce;Oleg Whitley;Fitz' Bar & Grill;3/14/2018;21;12
fb3d3b75-8b55-463b-add7-ce5db12deba9;Lance Noble;Fitz' Bar & Grill;11/29/2018;16;59
4510fd50-b797-4db5-9ad6-264780dc1016;Keegan Gates;Fitz' Bar & Grill;5/9/2018;20;23
704232d4-f533-4c79-aaf3-caecbbc6d9ce;Nathan Morrison;Fitz' Bar & Grill;10/26/2018;15;45
9c4cc74a-8501-486a-bb29-c556f9e496c1;Nathan Morrison;Fitz' Bar & Grill;10/5/2018;12;50
458de057-eba0-44ef-b463-f705118befb6;Nathan Morrison;Fitz' Bar & Grill;5/12/2018;17;11
dae7a269-22f5-4633-a122-6e4d06b96c3a;Nathan Morrison;Fitz' Bar & Grill;8/19/2018;12;37
f4029235-7ff0-4e05-89a9-1254d49ccfd7;Sonia Lindsey;Fitz' Bar & Grill;2/15/2018;21;43
573df97b-8936-41df-b806-80efcf9e9aeb;Sonia Lindsey;Fitz' Bar & Grill;4/18/2018;7;6
12014156-68f9-454e-9d0c-d0bd734ca808;Sonia Lindsey;Fitz' Bar & Grill;12/23/2018;17;44
954c4055-f35b-4cdd-89cb-4e5da8f6763c;Sonia Lindsey;Fitz' Bar & Grill;9/29/2018;12;24
cecbc5c9-8e9a-4f73-b650-e5a1b7d8c7d3;Iris Watkins;Fitz' Bar & Grill;1/12/2018;21;4
5059f9f4-21b5-4149-bc02-59f374ecb0ce;Iris Watkins;Fitz' Bar & Grill;3/25/2018;9;40
37624a5d-08d3-493a-b271-244e0b14ccbb;Jerry Downs;Fitz' Bar & Grill;7/5/2018;22;13
7675e64c-eb54-4ea4-86a2-20981f346aa5;Jerry Downs;Fitz' Bar & Grill;6/27/2018;9;22
f7af6a7d-99e8-4353-b600-575ad50caae3;Jerry Downs;Fitz' Bar & Grill;7/1/2018;9;35
cd808498-e26f-4365-a0e9-a52cf60e5fdd;Jerry Downs;Fitz' Bar & Grill;8/27/2018;11;3
ca6eb85a-6c50-4c7f-81fb-de429b3e6266;Blaze Chen;Fitz' Bar & Grill;11/20/2018;9;16
4c7cec58-8952-4ffb-b55a-ff6c8febc4cc;Blaze Chen;Fitz' Bar & Grill;10/25/2018;19;20
a2c6de9f-0438-4f1e-8a54-6029494c171b;Blaze Chen;Fitz' Bar & Grill;8/12/2018;16;30
4d79f91c-c467-47d5-8f71-76458aedc875;Blaze Chen;Fitz' Bar & Grill;9/4/2018;8;53
9a5fe73e-52fa-41db-b195-cecf0f031743;Blaze Chen;Fitz' Bar & Grill;8/29/2018;18;23
f5220309-14c7-4807-8145-8a8be2f99824;Charlotte David;Fitz' Bar & Grill;5/5/2018;19;41
78800786-8a06-4330-92c7-c2795ea89f4b;Charlotte David;Fitz' Bar & Grill;3/20/2018;20;53
5f58cf5a-4309-414e-9730-b29a744f07dd;Charlotte David;Fitz' Bar & Grill;3/15/2018;15;45
b405e129-f756-4807-a183-4150669c439c;Charlotte David;Fitz' Bar & Grill;2/25/2018;17;56
b4e7f616-a753-41ec-a8a5-c9e6ad7db8a8;Courtney Dickerson;Fitz' Bar & Grill;3/21/2018;9;18
187a4743-0341-49a6-9b7b-ae4d27b52136;Courtney Dickerson;Fitz' Bar & Grill;3/13/2018;11;40
1adf577d-92f8-45c7-a26e-bc9be83cf335;Duncan Bryan;Fitz' Bar & Grill;4/28/2018;10;59
57c5b6ef-586d-42c9-adc5-247a29d8a48c;Castor Strickland;Fitz' Bar & Grill;10/22/2018;21;4
9838ba72-fcd3-4713-b840-da984b8dbbbd;Castor Strickland;Fitz' Bar & Grill;12/26/2018;12;11
ed89be2c-3747-4b0f-a7fd-2fe717507c34;Castor Strickland;Fitz' Bar & Grill;1/11/2018;20;15
86704856-03a8-4429-981f-f3575522b8fc;Castor Strickland;Fitz' Bar & Grill;7/8/2018;17;34
9c8579bb-d660-47af-a1fc-79a144abd2e3;Charles Hughes;Fitz' Bar & Grill;2/1/2018;16;47
96ac1204-6fba-492e-a596-b368da03808e;Charles Hughes;Fitz' Bar & Grill;1/6/2018;11;1
edfc6c1a-82d0-4869-ba09-93c6239ecee3;Charles Hughes;Fitz' Bar & Grill;4/14/2018;18;32
4b5628d0-2f6f-47fc-859b-0dc3c668c0af;Charles Hughes;Fitz' Bar & Grill;10/18/2018;15;8
50ccd986-69d6-43a4-b6a4-3cb38d17c978;Charles Hughes;Fitz' Bar & Grill;6/2/2018;20;58
63b4e8fa-d1e4-48fe-a876-13b747a13b03;Wade Rich;Fitz' Bar & Grill;1/17/2018;9;36
b8ea8e53-cd00-40bb-91e7-3ebc9a8c8f4b;Wade Rich;Fitz' Bar & Grill;8/21/2018;6;9
7f6f2d09-933d-4efe-9f69-74616fc9f1af;Brynn Dodson;Fitz' Bar & Grill;12/7/2018;22;27
42f26fde-224a-4426-b609-e9e70b6c91be;Brynn Dodson;Fitz' Bar & Grill;2/10/2018;9;19
54a7d267-38f6-4da0-aabf-9a81ff62ed0c;Brynn Dodson;Fitz' Bar & Grill;3/13/2018;11;18
6ed1135f-c505-4118-a527-976a82069f1d;Amir Wong;Fitz' Bar & Grill;3/28/2018;16;6
7ad9996c-6fe7-45fb-800d-a021a83888d1;Amir Wong;Fitz' Bar & Grill;3/27/2018;10;58
3d4388c7-5e51-470b-9129-0aa0c55b93f7;Amir Wong;Fitz' Bar & Grill;6/18/2018;15;18
2ddbb739-6194-4f71-9c1a-c85952340a09;Burke Schroeder;Fitz' Bar & Grill;5/2/2018;10;11
d2363684-4dec-4b15-9dd8-5b3605c2bf11;Burke Schroeder;Fitz' Bar & Grill;5/14/2018;16;36
7dad76d3-5728-4456-b276-18ce756255da;Burke Schroeder;Fitz' Bar & Grill;11/10/2018;16;53
19f8e5b3-b1ee-4d33-bb8e-14d7e0ef4525;Burke Schroeder;Fitz' Bar & Grill;3/20/2018;22;27
68dc423e-5409-44c1-b18c-7b8fa3b9bafa;Burke Schroeder;Fitz' Bar & Grill;5/16/2018;13;26
190e7a0d-0124-4c12-a4d1-039d97fde6eb;Delilah Hogan;Fitz' Bar & Grill;10/27/2018;20;56
9066d540-4933-4918-a818-11c9b091a7a0;Theodore Blanchard;Fitz' Bar & Grill;8/26/2018;9;5
53ead729-5c3f-4322-ac9f-42c799052390;Theodore Blanchard;Fitz' Bar & Grill;11/11/2018;21;21
c4c9dc3b-24bd-4a5c-b23a-559beca594bd;Theodore Blanchard;Fitz' Bar & Grill;5/26/2018;17;18
dbfa1226-7dd1-4454-9770-9e7963044740;Theodore Blanchard;Fitz' Bar & Grill;2/9/2018;19;4
033a562c-6600-4688-a897-2b06fb21ddee;Ross Gilmore;Fitz' Bar & Grill;2/12/2018;17;30
aea572b8-93a5-46bc-91b1-0df5f0b94b9b;Ross Gilmore;Fitz' Bar & Grill;1/21/2018;18;22
7629c95d-2178-4cbd-a801-028d75ad933b;Ross Gilmore;Fitz' Bar & Grill;5/18/2018;16;34
0429a419-ec19-4ccb-a39f-144bc3669a76;Ross Gilmore;Fitz' Bar & Grill;11/27/2018;21;37
c4fda8a2-6d4f-4c01-a3e2-dc663f300e84;Denton Wright;Fitz' Bar & Grill;1/10/2018;10;43
1a45ecb7-353c-4804-99b7-d0f3b76c1fc9;Kenyon Neal;Fitz' Bar & Grill;12/15/2018;11;35
972c3892-f859-40c1-8259-e4c1f96e05ed;Kenyon Neal;Fitz' Bar & Grill;11/18/2018;21;50
1641742d-4fc6-4732-9955-f4be1428e7b1;Kenyon Neal;Fitz' Bar & Grill;2/19/2018;8;29
28d96542-10db-4abc-80d7-55a9366e5e29;Kenyon Neal;Fitz' Bar & Grill;1/8/2018;16;34
5b5b333c-aa62-408c-865a-e71ab5f9f87a;Kenyon Neal;Fitz' Bar & Grill;6/10/2018;20;51
ccd645a3-58fa-4557-8cba-2bc2f8f5d4fc;Lucius Mclean;Fitz' Bar & Grill;12/27/2018;19;56
86b384e7-39ce-43e8-9ef1-8b8890e6db48;Keefe Noel;Fitz' Bar & Grill;7/12/2018;21;1
91dfa737-cbf7-430e-9cca-84e157311a9a;Keefe Noel;Fitz' Bar & Grill;5/27/2018;22;57
7b2d1e2a-ce3b-4a80-bab7-7c86d4c44ca8;Keefe Noel;Fitz' Bar & Grill;3/4/2018;20;8
2d0bb641-799d-43fb-8a67-9d4631a65ba8;Keefe Noel;Fitz' Bar & Grill;9/9/2018;11;35
caf7b486-681c-4d7d-8097-593b9f3475f6;Keefe Noel;Fitz' Bar & Grill;1/27/2018;8;12
fff9fe6c-871e-4118-894b-bcb8b283de58;Ross Freeman;Fitz' Bar & Grill;11/29/2018;11;18
9c346233-08fe-40e8-a20b-563ac767669f;Ross Freeman;Fitz' Bar & Grill;9/8/2018;22;53
48572be8-e9fd-4b7b-9574-9edd05fd5b8a;Ross Freeman;Fitz' Bar & Grill;3/6/2018;13;35
9043afba-9481-4f88-8fbf-0ad05c478c77;Ross Freeman;Fitz' Bar & Grill;3/25/2018;10;40
fff70c07-c70c-4ea3-ba19-49e3e40f730e;Ross Freeman;Fitz' Bar & Grill;8/17/2018;15;7
99db368a-d16b-4f85-85a9-c0dd49332f4a;Damon Stephens;Fitz' Bar & Grill;6/27/2018;7;36
ce9e3568-8f57-47a5-a116-4e087354090e;Damon Stephens;Fitz' Bar & Grill;5/14/2018;16;49
bd007fe4-0db2-4e7c-aaa8-8ee1d51c58e0;Wyatt Norris;Fitz' Bar & Grill;8/29/2018;8;29
2f784184-6c7a-4b89-8f51-e79ccc7c7aa0;Wyatt Norris;Fitz' Bar & Grill;1/3/2018;14;41
baae4870-2ff1-4081-b849-d6fd1e5c8a8e;Merrill Elliott;Fitz' Bar & Grill;11/5/2018;11;13
3e548dde-9ba3-4126-b437-668ff867940a;Quinlan Wilkerson;Fitzgerald's Night Club;2/18/2018;18;13
118a0c38-bda5-4a82-834e-3826dce7f369;Quinlan Wilkerson;Fitzgerald's Night Club;12/4/2018;7;2
7475dc8f-706a-4107-a675-7c432f57b47a;Quinlan Wilkerson;Fitzgerald's Night Club;12/21/2018;20;13
aa4d759a-41b1-4002-a66f-5eca87fd5622;Curran Padilla;Fitzgerald's Night Club;8/23/2018;10;42
5d4f3eb2-73dc-4954-8e14-71dbf447fc1d;Rowan Clements;Fitzgerald's Night Club;2/19/2018;19;52
91561f80-017d-4944-ac22-8b87a5fd029d;Rowan Clements;Fitzgerald's Night Club;10/24/2018;7;5
a3f51697-fba4-4397-8db5-cfe5e803d22c;Rowan Clements;Fitzgerald's Night Club;10/27/2018;22;8
d249944a-8482-42b4-b6e3-7bca1cf174ba;Clementine Castillo;Fitzgerald's Night Club;6/27/2018;21;54
41554fe2-fde3-4219-b149-51f9c8550c1d;Clementine Castillo;Fitzgerald's Night Club;5/13/2018;20;5
55b5a121-2199-42a4-be2d-568c18a09f0d;Clementine Castillo;Fitzgerald's Night Club;7/7/2018;7;0
adc37fc6-7737-41c9-8ec2-6aa4a8215638;Clementine Castillo;Fitzgerald's Night Club;11/21/2018;20;21
b2be18be-82ff-4aa7-a164-75ba0af38fe1;Clementine Castillo;Fitzgerald's Night Club;2/7/2018;8;53
89413438-6188-47fe-a53d-0c4bc2478318;Zena Schneider;Fitzgerald's Night Club;11/3/2018;11;39
637dfb5a-a5f1-4884-aa66-f7e6df028365;Dacey Silva;Fitzgerald's Night Club;11/1/2018;14;51
c4ffba4e-13a9-41c2-a9c9-820c7c7c7849;Lyle Pratt;Fitzgerald's Night Club;2/16/2018;19;24
da01fd1a-a524-49e6-be5b-f2c8ac633be4;Xerxes Dillon;Fitzgerald's Night Club;2/13/2018;16;41
6859dd73-f221-45db-8100-a00c862e77a1;Xerxes Dillon;Fitzgerald's Night Club;12/1/2018;22;57
125d0dad-c138-4f58-bfb2-9f42be5e3d3b;Byron Fox;Fitzgerald's Night Club;2/15/2018;7;27
027f45cf-108a-4eee-9b30-81ecde3ea06b;Byron Fox;Fitzgerald's Night Club;7/17/2018;7;47
c7106771-17a8-43c2-86fe-ceca76b5703a;Vernon Weiss;Fitzgerald's Night Club;4/12/2018;10;9
dbe2c94e-d99f-4d0c-830d-8579ad2dc4e7;Vernon Weiss;Fitzgerald's Night Club;5/29/2018;13;26
1a988928-1ab3-4b1a-9384-7fbd024f9dab;Vernon Weiss;Fitzgerald's Night Club;1/24/2018;7;33
1d9edc5c-eaa6-4cc4-baa5-812feb2355e1;Kane Nicholson;Fitzgerald's Night Club;10/12/2018;16;27
aa10be87-254d-4e99-9052-ecad915a4514;Kane Nicholson;Fitzgerald's Night Club;8/24/2018;7;22
499b8fce-5a39-4dac-9512-87e3761c3be8;Kane Nicholson;Fitzgerald's Night Club;9/28/2018;10;15
0be319ea-29ba-4b0d-b25f-46f7f158048f;Kane Nicholson;Fitzgerald's Night Club;7/25/2018;16;28
8470b893-b107-4a70-b823-6a11ed87d139;Demetria Boone;Fitzgerald's Night Club;12/7/2018;8;31
34ef99fa-b6a4-4739-96d4-f7d9605f5da7;Demetria Boone;Fitzgerald's Night Club;3/20/2018;10;2
1ff5af8f-b0d1-4425-a0ef-8809961760ab;Demetria Boone;Fitzgerald's Night Club;10/20/2018;17;16
3b3aac49-38aa-4d05-a3bc-12b17e99a6ab;Demetria Boone;Fitzgerald's Night Club;4/21/2018;13;52
03f7f8ce-e4c8-4603-9504-fda44ff0660c;Cedric Cook;Fitzgerald's Night Club;4/16/2018;22;48
f56d5163-a0c4-4ccc-a63b-d53934db8123;Cedric Cook;Fitzgerald's Night Club;10/25/2018;12;5
1a13f0dc-e8d1-4599-8b4a-e4aefef8cfb6;Cedric Cook;Fitzgerald's Night Club;10/25/2018;12;54
4ba9bffa-6007-4a70-9cc7-e59bf5ec7b89;Cedric Cook;Fitzgerald's Night Club;11/20/2018;15;17
2ddde2d5-45a2-4a8e-af7c-6cd937963e1d;Heather Sexton;Fitzgerald's Night Club;10/7/2018;7;22
c9610531-eaf9-466b-8599-70a4d71399fd;Heather Sexton;Fitzgerald's Night Club;4/8/2018;12;51
53935967-f9e7-47fc-8593-6b67e9d10e19;Heather Sexton;Fitzgerald's Night Club;2/17/2018;17;20
0d5432d1-63b3-4f9d-af4a-a24a588a7fe3;Heather Sexton;Fitzgerald's Night Club;3/20/2018;15;57
9d2a4eb2-ec97-49b7-b944-db381a903f8f;Heather Sexton;Fitzgerald's Night Club;12/9/2018;13;40
a7fbd9bd-bc4f-443e-a299-f2431ea29448;Carolyn Blevins;Fitzgerald's Night Club;12/2/2018;13;11
957b8320-46ff-44f3-9e4b-44cd79c5e2ce;Carolyn Blevins;Fitzgerald's Night Club;10/1/2018;13;0
7776d661-a7ed-49e8-823d-f7dc5222bd67;Carolyn Blevins;Fitzgerald's Night Club;10/1/2018;8;4
11665bf9-cc9f-484d-bc37-227293284e7e;Carolyn Blevins;Fitzgerald's Night Club;4/2/2018;12;20
cd4fcac3-ae0f-44c8-a1a1-8b032e80f773;Shaine Flowers;Fitzgerald's Night Club;10/22/2018;20;1
eced5530-a137-43d0-8530-ccf79e88bab0;Shaine Flowers;Fitzgerald's Night Club;9/29/2018;8;10
10178072-4f97-4230-bc47-278b855c3263;Shaine Flowers;Fitzgerald's Night Club;10/2/2018;10;17
0003bb99-e972-435f-88f4-bf0a184c4fb2;Shaine Flowers;Fitzgerald's Night Club;1/24/2018;15;48
d272d09f-18a3-41d3-850b-50f12356478a;Shaine Flowers;Fitzgerald's Night Club;1/25/2018;9;53
06532da5-43f3-4dcd-b45a-e47fc46e9078;Dacey Cervantes;Fitzgerald's Night Club;6/17/2018;11;42
59b672da-045d-474b-b0ae-0ddca02b22cd;Dacey Cervantes;Fitzgerald's Night Club;4/14/2018;11;13
8f5441bf-fdbe-427a-ae05-949b648baa25;Dacey Cervantes;Fitzgerald's Night Club;1/23/2018;15;50
c121e7fc-2ee7-4bc4-adff-6555ee64c41c;Dacey Cervantes;Fitzgerald's Night Club;7/27/2018;18;58
f27fac6f-142f-4b8b-bb89-31edefa6330f;Madison Alvarez;Fitzgerald's Night Club;10/13/2018;20;31
47442586-e3dc-47a7-8262-811c3a341070;Madison Alvarez;Fitzgerald's Night Club;9/9/2018;10;22
224895c7-7fc4-4b4a-8e3f-1c1d0549d7f5;Madison Alvarez;Fitzgerald's Night Club;4/23/2018;12;54
4cfcd1aa-4425-4c06-aa42-9259bccce942;Madison Alvarez;Fitzgerald's Night Club;5/1/2018;22;7
87871b2d-23ca-44e5-ae3d-0e353d4504ef;Madison Alvarez;Fitzgerald's Night Club;9/28/2018;20;27
04cd39d8-76a4-4e01-b375-50627b9a68f1;Brittany Gray;Foundry;9/24/2018;15;26
6befb446-58f7-434e-854f-c08b57515bdf;Knox Hutchinson;Foundry;2/23/2018;12;2
5fbf16f4-86f0-4acc-b41f-93bdab7a8321;Keelie Hess;Foundry;9/4/2018;18;53
99c33eeb-f56e-42e4-8fcc-5bdccc388fe5;Keelie Hess;Foundry;4/17/2018;10;7
763f0027-5ee3-455b-9409-89b8bf1820c0;Keelie Hess;Foundry;10/15/2018;20;54
928c686b-050c-472d-aefa-c789d3b52e81;Keelie Hess;Foundry;12/18/2018;8;14
dfa57901-70a6-487f-8273-51a39a74a1ff;Kenneth Rush;Foundry;1/26/2018;9;36
e5e59ef3-7b20-4523-bcf8-2326c2176b27;Kenneth Rush;Foundry;4/29/2018;19;17
cc085674-3b85-4b47-968a-3dd5dfae6e04;Kenneth Rush;Foundry;10/25/2018;13;19
112ffa7a-fbcd-4df8-aa9e-5fda98561fb2;Kenneth Rush;Foundry;4/2/2018;8;28
c41c4757-a0ad-4c64-b198-da205cc509a1;Leigh Cameron;Foundry;4/23/2018;13;48
e556285c-b9bc-438f-9fa8-f9619f01c287;Leigh Cameron;Foundry;7/11/2018;17;17
dd91190c-a824-4f86-bee7-19ed4b4aed21;Leigh Cameron;Foundry;3/25/2018;14;57
dec83507-4a83-4337-8496-cfa0ec7505da;Leigh Cameron;Foundry;3/17/2018;15;45
4f1be43e-712d-47e3-831c-cdf9a0647a91;Phelan Fischer;Foundry;10/5/2018;18;36
4dc02625-87a2-4767-80b1-32b9486cbe28;Shelby Cobb;Foundry;12/8/2018;10;5
dc0f2611-9792-4869-b49f-2b66ab83fabb;Shelby Cobb;Foundry;5/28/2018;16;9
70cfa7b3-18c9-477d-9f2f-0cfe02214794;Shelby Cobb;Foundry;2/10/2018;20;42
3c9d95bc-bf80-45af-99b5-d8c94b35fba8;Shelby Cobb;Foundry;7/27/2018;13;30
c3fccad0-9755-4131-a137-00eae396a0de;Michael Buchanan;Foundry;7/10/2018;15;55
537e0e52-4901-47d1-a379-8600634ed4e8;Michael Buchanan;Foundry;2/24/2018;18;55
fce31b81-7888-4546-be1b-79948cd65031;Michael Buchanan;Foundry;3/7/2018;13;34
5dff057c-ef96-4008-b0fb-5eb15d16fcaa;Maxwell Banks;Foundry;9/12/2018;9;4
50b8a5f1-3a51-4457-a5d3-ec4c1d0e7878;Maxwell Banks;Foundry;3/4/2018;8;5
51c0d760-60ed-4425-9793-650289770402;Maxwell Banks;Foundry;12/15/2018;10;35
dca4e9fb-96ce-4205-ba70-d512a2234c92;Caldwell Garrison;Foundry;3/8/2018;13;0
6c548ba5-ff4b-4578-8e26-ad9173e91c84;Faith Wheeler;Foundry;9/21/2018;19;51
28341a2d-9e61-45b6-a586-0405aca6bf19;Faith Wheeler;Foundry;9/29/2018;8;49
35a5767f-8cf9-4006-815d-37c6395b48eb;Faith Wheeler;Foundry;7/18/2018;12;56
2357b594-2ee1-4279-b3d8-115b01ae0c2c;Chiquita Ayala;Foundry;10/11/2018;16;29
728728bb-1e90-4c8a-9abd-34ff5c0844d5;Chiquita Ayala;Foundry;9/8/2018;14;29
36ea6ee4-00c7-40fb-b89e-be59901a1ba3;Chiquita Ayala;Foundry;6/17/2018;14;10
34df9575-14d5-4ad1-9728-816cb9e8f7ce;Chiquita Ayala;Foundry;4/16/2018;9;52
cfe9606a-3775-4a97-8c1c-cdc0b061934b;Chiquita Ayala;Foundry;7/8/2018;17;12
a01b76ed-2919-4cc0-8f9f-72cd564698c3;Rhona Rivas;Foundry;10/3/2018;15;53
66ee5fbf-61d7-4df8-83ba-633f2e8b4d8b;Rhona Rivas;Foundry;7/26/2018;19;18
baa0e3bc-bf15-4005-99c1-dcdb50730e7e;Rhona Rivas;Foundry;5/18/2018;6;19
4f64c48f-fc8a-4dd2-aae1-f6848346a33b;Allistair Whitehead;Foundry;2/27/2018;20;0
f68e3b82-db85-4264-8dc6-b9a41ecf452c;Allistair Whitehead;Foundry;7/29/2018;7;4
43c0f697-1c26-4be2-a050-a27237cf1e83;Allistair Whitehead;Foundry;2/2/2018;20;25
eb4ba6ae-1fc9-48f8-bb58-cdbc9a837182;Allistair Whitehead;Foundry;7/3/2018;16;24
74dfc60a-b3cc-4eb4-aa37-82f3cfa06620;Allistair Whitehead;Foundry;3/28/2018;19;0
c1b741d6-1d89-4ae9-aa67-7a440401e339;Nita Henry;Foundry;3/20/2018;14;31
8998f805-7a0a-4318-a81a-eb43a59f1166;Nita Henry;Foundry;10/8/2018;6;58
0a2341f0-e472-45cd-85a3-1221fd09a2c5;Kuame Cummings;Foundry;4/7/2018;16;38
362ecd33-7ca1-47e8-b24b-5037e9b01618;Kuame Cummings;Foundry;7/4/2018;8;12
29ef5a32-3320-4b59-b180-5e0bc7165ad7;Kuame Cummings;Foundry;3/21/2018;14;58
c1b8922f-9ba9-4b15-9d0b-1cabbe42a1e8;Kuame Cummings;Foundry;11/18/2018;14;43
143d21ef-8fc9-4796-a0aa-69fc5f23a3f8;Erich Jordan;Foundry;6/21/2018;10;35
b182aee3-c306-439e-acfc-5417bd5fd873;Erich Jordan;Foundry;10/4/2018;15;9
25295c67-b625-4341-b0f2-4753dcbe7009;Erich Jordan;Foundry;9/14/2018;20;24
bdba566f-233e-43c3-bee5-573fba2c718a;Erich Jordan;Foundry;6/10/2018;8;44
cad01a25-3816-4bf2-a20b-a2141d7a17e6;Nicole Haynes;Foundry;11/16/2018;14;25
742eb4c1-7d38-4c94-89a1-e9262de8b08c;Maxwell Meadows;Foundry;12/13/2018;8;23
dd78cfbe-a39f-43f6-9e38-fb386c037f6c;Maxwell Meadows;Foundry;1/1/2018;6;56
1da9b109-770f-4fdc-b987-a23601110ed7;Maxwell Meadows;Foundry;12/25/2018;17;31
6169d99d-72a9-4607-8f1d-37c5c1cea4b6;Maxwell Meadows;Foundry;9/24/2018;16;36
2a366215-8bb7-4892-9e30-b1bdd1f46d2f;Maxwell Meadows;Foundry;11/11/2018;14;19
99b9f44d-dbf6-44f9-86c6-8c1cdfb145d7;Hanna Summers;Foundry;6/11/2018;18;34
c1524553-05b7-429c-a85d-521aec9dd9dd;Hanna Summers;Foundry;8/3/2018;9;43
74b0a2d8-65ae-4e10-bf82-6c6bd113a5cd;Lesley Mooney;Foundry;11/1/2018;9;6
90189fef-c6ad-464c-8054-b1e9e7f335ef;Lesley Mooney;Foundry;4/17/2018;9;8
1a68376b-c719-4b45-acbe-75a55dbcee5e;Willow Whitfield;Foundry;6/26/2018;9;4
342b5490-281a-4e3a-9156-75629c4b686f;Willow Whitfield;Foundry;3/29/2018;15;23
c6be0dfe-a218-41f1-82c8-689547352740;Willow Whitfield;Foundry;9/25/2018;16;46
702126bb-280b-4033-892c-019819a124c3;Willow Whitfield;Foundry;7/2/2018;6;34
5daf0fe1-9826-40b7-8fb6-e40a9386e863;Willow Whitfield;Foundry;9/22/2018;6;46
73e256c4-d135-4e8d-8e36-422a100cdd41;Marah Caldwell;Four Seasons Wine & Liquor;12/3/2018;12;2
3dc295cb-c586-474c-a6c9-8d04aa7d36ee;Marah Caldwell;Four Seasons Wine & Liquor;8/27/2018;16;34
8e6c1e50-6fea-43c8-870a-4e8e3cac80e3;Jin Schroeder;Four Seasons Wine & Liquor;5/29/2018;9;12
b8e048bb-00b9-44d6-a69a-edbdcb0c95cd;Jin Schroeder;Four Seasons Wine & Liquor;12/2/2018;15;3
888e1fd9-dd20-4642-be2f-4635ab024cc5;Jin Schroeder;Four Seasons Wine & Liquor;11/18/2018;17;42
0ad32585-0c16-4b69-86ab-57c1585d486d;Driscoll Bean;Four Seasons Wine & Liquor;12/8/2018;12;59
d1d400a5-42ee-4c9d-87c7-c4eb4139a418;Driscoll Bean;Four Seasons Wine & Liquor;3/2/2018;9;6
6451059c-a400-4d36-822a-7e6dc15db3f9;Driscoll Bean;Four Seasons Wine & Liquor;6/21/2018;9;1
49d4344f-56f2-4ecd-adba-e4d7ea49a1c3;Driscoll Bean;Four Seasons Wine & Liquor;5/22/2018;14;28
cdbb95f5-610a-44ea-8cf2-92e19c3146dd;Dora Duke;Four Seasons Wine & Liquor;4/6/2018;15;27
1b9da1c2-bc46-46bd-874b-14587cbee80e;Dora Duke;Four Seasons Wine & Liquor;8/27/2018;15;47
51232e19-97b2-455c-9123-1b9c0d21ab85;Kiona Ross;Four Seasons Wine & Liquor;9/29/2018;13;51
eb6b29ff-016a-4217-984c-a30bbcfb416c;Kiona Ross;Four Seasons Wine & Liquor;8/7/2018;16;0
4c62f568-81bb-482e-a468-2802dc1dbb1f;Kimberly Mccormick;Four Seasons Wine & Liquor;7/11/2018;12;27
1c099b11-f9de-4c5d-add2-21b388140eff;Kimberly Mccormick;Four Seasons Wine & Liquor;8/26/2018;13;29
adbb7c67-a6e0-49c8-9bb0-cd6d789cc152;Kimberly Mccormick;Four Seasons Wine & Liquor;12/11/2018;11;7
a5837757-54c2-40ae-a4d8-4dc90bcd6eb6;Kimberly Mccormick;Four Seasons Wine & Liquor;8/9/2018;12;21
54063950-82d0-436a-b81c-2b2122633a91;Marah Garza;Four Seasons Wine & Liquor;12/17/2018;14;46
277d6890-6948-472d-b73d-d7e507eb62c5;Veronica Shaffer;Four Seasons Wine & Liquor;7/17/2018;16;7
2e910852-c5f6-4540-993b-e270e0a64561;Veronica Shaffer;Four Seasons Wine & Liquor;5/25/2018;12;11
7d5e55cb-33dc-4a8b-bbf4-bdb9082d12fc;Veronica Shaffer;Four Seasons Wine & Liquor;7/14/2018;9;52
7251bd17-526f-4bd1-91b6-5f70621015e6;Wynter Potter;Four Seasons Wine & Liquor;4/15/2018;12;26
115ef647-7a53-4d4d-a703-817583be2bc5;Lawrence Randolph;Four Seasons Wine & Liquor;12/25/2018;10;24
f80032f2-da09-4d3b-9199-f9856bc111a1;Lawrence Randolph;Four Seasons Wine & Liquor;11/13/2018;11;50
06c9c8a8-6ccc-43d4-ab14-502672fc7daa;Lawrence Randolph;Four Seasons Wine & Liquor;6/4/2018;17;34
21959424-a42b-4d73-a285-fcf60b5397b6;Lawrence Randolph;Four Seasons Wine & Liquor;7/24/2018;14;30
a4167532-ddc0-482b-b6bf-061db5072ed0;Inez Wilkinson;Four Seasons Wine & Liquor;2/19/2018;10;43
e09eaae4-5eb5-49b6-a896-45836069549c;Inez Wilkinson;Four Seasons Wine & Liquor;2/20/2018;14;27
65358a1f-cfbb-496f-bc61-4f4783887f13;Inez Wilkinson;Four Seasons Wine & Liquor;2/25/2018;17;31
1bcf180f-0832-406a-aa3a-9a271733da94;Samson Howard;Four Seasons Wine & Liquor;6/26/2018;13;32
c59958b2-4289-4515-bcf5-dffc43ed2ca5;Samson Howard;Four Seasons Wine & Liquor;2/8/2018;15;14
17aa8bfb-b0f5-43db-81f2-f332d4633e66;Samson Howard;Four Seasons Wine & Liquor;1/29/2018;14;33
a40ec362-776b-42f3-b980-1ec8b8e7c650;Belle Golden;Four Seasons Wine & Liquor;7/10/2018;9;50
5286d7bb-fae7-47aa-83fa-6d8dcc32fbc8;Belle Golden;Four Seasons Wine & Liquor;6/12/2018;18;1
